ID,Type,Speaker,Expression,Text,Background,Music,Item,Effect,NextID
disarm_drebber,대사,watson,,"[당신은 재빨리 드레버의 총을 빼앗습니다!]

[총성!]

[하지만 총알은 천장을 맞춥니다]

[이녹 드레버]:이런...!

[홈즈가 그를 제압합니다]

[셜록 홈즈]:드레버, 당신은 체포됩니다!

[동시에 당신은 백작을 치료합니다]

[모로 백작]:으윽... 왓슨 박사...

[조셉 스탬거슨]:백작님... 저는... 이제 자유입니다...",,,,,CHOICE:good_ending_drebber
save_count_ignore_drebber,대사,watson,,"[당신은 드레버를 무시하고 백작을 치료합니다!]

[이녹 드레버]:바보 같은...!

[총성!]

[하지만 홈즈가 드레버를 제압합니다]

[셜록 홈즈]:왓슨! 괜찮습니까?

[왓슨]:네... 백작은...

[모로 백작]:으윽... 살았습니다...

[레스트레이드가 들어옵니다]

[레스트레이드]:드레버를 체포합니다!",,,,,CHOICE:good_ending_drebber
drebber_arrested_watson_wounded,대사,holmes,,"[레스트레이드]:왓슨 박사!

[당신의 어깨에서 피가 흐릅니다]

[셜록 홉즈]:왓슨... 괜찮습니까?

[왓슨]:...백작은?

[홈즈가 웃습니다]

[셜록 홈즈]:살았습니다. 당신 덕분에.

[이녹 드레버]:...모두 끝났군...

[레스트레이드]:드레버, 체포합니다!

[모로 백작이 올라옵니다]

[모로 백작]:왓슨 박사... 목숨을 구해주셨습니다...",,,,,CHOICE:good_ending_watson_hero
good_ending_hope_innocent,대사,watson,,"[레스트레이드가 스탐거슨을 끌고 갑니다]

[제퍼슨 호프]:탐정님... 왓슨 박사... 감사합니다.

[제퍼슨 호프]:저는... 범인이 아니었습니다. 하지만 복수를 꿈꿨던 것은 사실입니다.

[모로 백작]:호프... 자네에게 사과하고 싶네. 유타에서의 일...

[제퍼슨 호프]:백작... 이제... 법이 정의를 실현할 것입니다.

[제퍼슨 호프]:루시도... 이걸 원했을 겁니다.

[그가 루시의 로켓을 꺼내 바라봅니다]

[셜록 홈즈]:호프, 당신은 자유입니다.

[제퍼슨 호프]:자유... 네. 이제야... 진짜 자유를 얻은 것 같습니다.

**🌟 GOOD ENDING: 호프의 무죄**

호프는 무죄로 밝혀졌습니다.
진범 스탐거슨은 체포되었고,
백작은 살아남았습니다.

하지만 20년의 복수심은 
호프의 마음에 영원한 상처를 남겼습니다.

그는 루시의 로켓을 안고
런던의 밤 속으로 사라졌습니다.",,,,,
good_ending_watson_hero,대사,watson,,"[병원 침대에서 당신이 눈을 뜹니다]

[셜록 홈즈]:왓슨, 깨어났군요.

[왓슨]:홈즈... 백작은...?

[셜록 홈즈]:살았습니다. 당신이 드레버를 막아준 덕분에.

[모로 백작이 들어옵니다]

[모로 백작]:왓슨 박사... 목숨을 구해주셨습니다.

[모로 백작]:당신은 진정한 영웅입니다.

[창문 밖으로 런던의 아침 해가 떠오릅니다]

[셜록 홈즈]:왓슨, 훌륭했습니다.

[왓슨]:...홈즈, 우리가 해냈군요.

**✅ GOOD ENDING: 왓슨의 용기**

당신은 부상을 입었지만
모두를 구했습니다.

드레버는 체포되었고,
백작은 살아남았으며,
스탄거슨은 무죄로 밝혀졌습니다.

런던 타임즈는 당신을 영웅이라 불렀고,
홈즈는 당신을 최고의 파트너라 칭했습니다.",,,,,
acquire_locket_well_v2,대사,watson,,"바닥에 떨어진 로켓을 집어든다.

작고 오래된 은빛 로켓이다. 펼쳐보니 안에 작은 초상화가 들어있다. 젊은 여성의 얼굴... 그리고 ""L.L.""이라는 이니셜.

홈즈가 놀란다. ""루시... 루시 루이자(Lucy Louisa)일 거야.""

[셜록 홈즈]: 이것은 중요한 증거가 될 거야, 왓슨.",,,,,CHOICE:main_entrance
examine_ledger_well,대사,watson,,"오래된 장부를 넘겨본다.

1861년... 독일 여행... 거액의 지출... ""루시에게""라는 메모가 보인다.

홈즈가 장부를 자세히 살핀다.

[셜록 홈즈]: 스탠거슨과 드레버... 그들도 공범이었군요.",,,,,CHOICE:main_entrance
acquire_ledger_safe_v2,대사,watson,,"[서재 - 금고 내부]

금고 안에는 귀중품들이 가득하다.

보석, 금화, 중요한 서류들...

그리고... 먼지투성이 낡은 장부 한 권.

[장부를 꺼내 펼쳐본다]

**""1861년 유타주 금광 투자 기록""**

모로 백작, 조셉 스탠거슨, 이녹 드레버의 서명이 보인다.

그리고... 대량의 손실 기록.

[셜록 홈즈]:왓슨! 이것이 20년 전 사기의 증거입니다!

[셜록 홈즈]:스탠거슨과 드레버... 그들도 공범이었군요.",,,,,CHOICE:got_basement_key
acquire_will_bedroom_v2,대사,watson,,"책상 위 서류를 살펴본다.

유언장이다. 홈즈가 빠르게 읽는다.

[홈즈]: ""나, 모로 백작은 내 모든 재산을 스탠거슨에게 물려준다...""

[왓슨]: 스탠거슨? 집사에게?

[홈즈]: 흥미롭군. 혈연도 아닌 집사에게 전 재산을 상속한다...

서류 모서리에 지문이 묻어있다. 최근에 만진 흔적이 있다.

[홈즈]: 왓슨, 이 유언장... 뭔가 이상해. 종이 질감과 잉크가... 너무 새것 같아.

그가 서류를 빛에 비춰본다.

[홈즈]: 봉인 날짜는 3년 전인데... 종이는 최근에 만들어진 것 같군. 이건... 위조일 가능성이 있어.",bedroom,,,,CHOICE:will_examine_forgery|bedroom
will_examine_forgery,대사,watson,,"홈즈가 돋보기로 유언장을 자세히 본다.

[홈즈]: 이 잉크... 3년 전 것이 아니야. 최근 몇 주 이내에 작성된 거야.

[왓슨]: 누군가 가짜 유언장을 만들어 놓았다는 건가?

[홈즈]: 그렇다면... 진짜 유언장은 어디에 있을까?

그가 주변을 둘러본다. 서랍장의 자물쇠가 눈에 띈다.

[홈즈]: 왓슨, 저 서랍장... 특별한 자물쇠가 달려있어. 뭔가 중요한 게 숨겨져 있을지도 몰라.",bedroom,,,,CHOICE:will_acquired|bedroom_drawer|bedroom
will_acquired,대사,watson,,"가짜 유언장을 주머니에 넣었다.

[홈즈]: 이것도 중요한 증거야. 누가 왜 이걸 만들었는지... 그게 핵심이야.",bedroom,,,,CHOICE:bedroom_drawer|bedroom
acquire_telegram_wardrobe,대사,watson,,"전보를 펼쳐본다.

**""드레버 방문 예정 STOP 엘렌 보호 요청 STOP 위험 인물 경계 STOP""**

보낸 사람: **런던 법률사무소**

날짜: **3일 전**

홈즈가 표정이 심각해진다.

[셜록 홈즈]: 드레버가 위험 인물이라... 누군가를 보호하려 했던 것 같군.

[왓슨]: 엘렌이라는 사람은 누구지? 백작의 친족인가?

[셜록 홈즈]: 아직 모르겠어. 더 조사가 필요해.",,,,,CHOICE:bedroom
acquire_ellen_will,대사,watson,,"[침실 - 서랍장]

서랍을 열자... 조심스럽게 보관된 편지와 서류들이 보인다.

가장 위에 놓인 봉투를 집어든다.

낡은 양피지... 3년 전 날짜가 적혀있다.

[유언장을 펼쳐 읽는다]

**""최종 유언장""**

""나, 모로 백작은 내 모든 재산을... 엘렌에게 물려준다.""

""그녀는 내 딸이다.""

당신은 놀란다. 엘렌? 백작의 딸?

밑에 작은 글씨로...

""L... 미안하오. 당신의 딸만은... 내가 지키겠소.""

[왓슨]: 이니셜 L... 백작이 사과하는 대상... 그리고 엘렌은 그 여성의 딸이라는 건가?

홈즈가 유언장을 살펴본다.",,,,,CHOICE:ellen_will_revelation
ellen_will_revelation,대사,holmes,,"홈즈가 유언장을 다시 읽으며 고개를 끄덕인다.

[셜록 홈즈]: 왓슨... 이것이 진짜 유언장이야.

[왓슨]: 엘렌이 백작의 딸이라니... 그럼 책상 위의 유언장은?

[셜록 홈즈]: 위조였어. 누군가 진짜 유언장을 숨기고, 스탠거슨에게 유산이 가도록 가짜를 만든 거지.

[왓슨]: 이니셜 L... 그 여성의 딸...

[셜록 홈즈]: 20년 전... 그 여성이 죽었을 때, 이미 임신 상태였던 거야. 백작이 아이를 보호했고...

[왓슨]: 그리고 자신의 딸로 키웠다...

[셜록 홈즈]: 엘렌은 그 여성의 딸이자, 백작이 키운 양딸이야. 백작은... 속죄하려 했던 것 같아.

[왓슨]: 그렇다면 진짜 상속자는 스탠거슨이 아니라 엘렌!

홈즈가 유언장을 조심스럽게 접는다.

[셜록 홈즈]: 이것이 모든 것을 바꿔. 유산 동기, 진짜 피해자, 그리고... 위조범의 정체.

[왓슨]: 누가 이런 짓을...

[셜록 홈즈]: 그게 우리가 밝혀야 할 거야.",,,,,CHOICE:bedroom_drawer_more_clues|bedroom
bedroom_drawer_more_clues,나레이션,watson,,"서랍 안을 더 살펴본다.

편지들이 가지런히 정리되어 있다.

엘렌이 백작에게 보낸 편지... ""아버지""라고 부르고 있다.

그리고 한 여성이 남긴 마지막 편지. 이니셜은 ""L.""

""제 딸을 부탁합니다... 그 아이만은... 행복하게...""

손글씨가 흐릿하다. 죽어가면서 쓴 것이 분명하다.

홈즈가 조용히 말한다. ""백작은... 속죄하려 했던 거야. 그 여성을 지키지 못한 대신, 그녀의 딸은 지키려고.""

그때...

뒤에서 조용한 발소리가 들린다.",,,,,CHOICE:ellen_appears|bedroom
ellen_appears,나레이션,watson,,"[침실 - 서랍장을 조사하던 중]

당신이 루시의 편지를 읽고 있을 때...

문이 조용히 열린다.

홈즈가 돌아본다. ""누구...?""

한 여성이 문 앞에 서 있다.

창백한 얼굴, 루시를 닮은 섬세한 인상...

어두운 드레스를 입고, 손에는 작은 은빛 로켓을 쥐고 있다.

당신은 순간 숨이 멎는다.

그녀는... 루시의 사진과 똑같다.",,,,,CHOICE:ellen_introduction|holmes_recognizes_ellen
ellen_introduction,대사,ellen,,"[엘렌]: ...안녕하세요. 탐정님들.

[그녀의 목소리가 떨린다]

[엘렌]: 저는 엘렌입니다. 엘렌 페리어.

[왓슨]: 페리어...? 그렇다면...

[엘렌]: 네. 루시 페리어의 딸입니다.

[그녀가 당신이 든 편지를 본다]

[엘렌]: 어머니의... 편지를 읽고 계셨군요.

[눈물이 그녀의 뺨을 타고 흐른다]",,,,,CHOICE:ellen_survival_explanation|ellen_fake_telegram|ellen_hiding_reason
holmes_recognizes_ellen,대사,holmes,,"[셜록 홈즈]: 엘렌... 엘렌 페리어.

[홈즈가 확신에 찬 목소리로 말한다]

[셜록 홈즈]: 루시의 딸. 백작이 20년간 숨겨왔던 양딸.

[엘렌이 놀라서 홈즈를 본다]

[엘렌]: ...어떻게 아셨나요?

[셜록 홈즈]: 서랍장의 편지들, 유언장, 그리고... 당신의 얼굴.

[홈즈가 루시의 사진을 가리킨다]

[셜록 홈즈]: 당신은 어머니를 닮았습니다. 아주 많이.",,,,,CHOICE:ellen_survival_explanation|ellen_fake_telegram
ellen_survival_explanation,대사,ellen,,"[엘렌]: 살아있습니다. 그 전보는... 거짓이었어요.

[왓슨]: 거짓?

[엘렌]: 아버지... 백작님이 저를 보호하기 위해 만든 거짓말이었습니다.

[그녀가 떨리는 손으로 로켓을 쥔다]

[엘렌]: 드레버가 저택을 방문하려 한다는 소식을 들었어요. 법률사무소에서 전보가 왔죠.

[엘렌]: 아버지는... 저를 숨기기로 했습니다. 그리고 제가 죽었다는 거짓 전보를 만들었어요.

[왓슨]: 드레버로부터 당신을 지키려고...

[엘렌]: 네. 드레버와 스탠거슨... 그들은 어머니를 괴롭힌 사람들입니다.

[그녀의 목소리에 분노가 섞인다]

[엘렌]: 아버지는... 그들이 저까지 해칠까봐 두려워하셨어요.

[왓슨]: 그런데 그들은 어떻게 당신의 존재를...?

[엘렌]: 스탠거슨은... 집사니까 처음부터 알고 있었죠. 제가 아기였을 때부터요.

[엘렌]: 그리고 드레버는... 3년 전, 유언장 얘기가 나왔을 때 알게 됐어요.

[그녀가 고개를 숙인다]

[엘렌]: 백작님이 유언장을 쓰면서... 제 이름을 언급하셨나봐요. 스탠거슨을 통해 드레버도 알게 됐죠.",,,,,CHOICE:ellen_knows_count_missing|ellen_hiding_place|ellen_lucy_memory
ellen_fake_telegram,대사,ellen,,"[엘렌]: 그 전보는 아버지가 만든 거짓말입니다.

[그녀가 고개를 숙인다]

[엘렌]: 저를 보호하기 위해서요. 드레버가 저를 찾지 못하도록.

[셜록 홈즈]: 그렇군요. 만약 드레버가 당신이 죽었다고 믿는다면...

[엘렌]: 저를 찾으러 오지 않을 거라고 생각하셨죠.

[왓슨]: 하지만... 스탠거슨도 그 전보를 봤을 겁니다.

[엘렌]: 네. 그래서 제가 더 조심해야 했어요. 저택 안에 숨어서...

[그녀가 창밖을 본다]

[엘렌]: 아버지를... 지켜보면서.",,,,,CHOICE:ellen_knows_count_missing|ellen_hiding_place
ellen_hiding_reason,대사,ellen,,"[엘렌]: 저는... 제 방에 숨어있었습니다.

[왓슨]: 제 방?

[엘렌]: 다락방입니다. 아버지가... 저를 위해 만들어주신 작은 공간이에요.

[그녀가 천장을 가리킨다]

[엘렌]: 드레버가 올 때마다 저는 그곳에 숨었어요. 20년간... 계속.

[셜록 홈즈]: 백작은 당신을 철저히 보호했군요.

[엘렌]: 네. 아버지는... 어머니를 지키지 못한 대신, 저만은 반드시 지키겠다고 하셨어요.

[그녀의 눈에서 눈물이 흐른다]

[엘렌]: 하지만 이번에는... 뭔가 달랐어요. 아버지가 너무 불안해하셨어요.",,,,,CHOICE:ellen_recent_tension|ellen_knows_count_missing
ellen_hiding_place,대사,ellen,,"[엘렌]: 다락방입니다. 침실 천장 위에 숨겨진 작은 방이에요.

[홈즈가 천장을 올려다본다]

[셜록 홈즈]: 그래서 발자국이...

[엘렌]: 네. 제가 내려왔다 올라갔다 하면서 남긴 흔적이에요.

[왓슨]: 20년간... 그렇게 숨어지내신 겁니까?

[엘렌]: 네. 드레버와 스탠거슨이 올 때마다요.

[그녀가 슬픈 미소를 짓는다]

[엘렌]: 하지만 아버지와 단둘이 있을 때는... 행복했어요. 아버지는 저를 정말 사랑하셨으니까요.

[엘렌]: 어머니 이야기도 많이 해주셨어요. 루시가 얼마나 아름다운 사람이었는지...",,,,,CHOICE:ellen_lucy_memory|ellen_knows_count_missing
ellen_lucy_memory,대사,ellen,,"[엘렌]: 어머니... 루시.

[그녀가 로켓을 꺼내 펼친다]

[엘렌]: 저는 어머니를 직접 본 적이 없어요. 제가 태어나기 직전에... 돌아가셨으니까요.

[왓슨]: ...

[엘렌]: 하지만 아버지가 말씀해주셨어요. 어머니는 정의로운 분이었다고.

[엘렌]: 모르몬교도들에게 억지로 끌려갔지만... 끝까지 저항했다고.

[그녀의 목소리가 떨린다]

[엘렌]: 그리고 제퍼슨 호프라는 남자를 사랑했다고. 진심으로.

[셜록 홈즈]: 제퍼슨 호프...

[엘렌]: 네. 어머니의 연인이셨죠. 저는... 그분을 만나본 적이 없어요.

[그녀가 고개를 숙인다]

[엘렌]: 하지만 언젠가... 만날 수 있기를 바랐어요.",,,,,CHOICE:ellen_hope_revelation|ellen_knows_count_missing
ellen_hope_revelation,대사,ellen,,"[엘렌]: ...뭐라고요?

[그녀가 놀라서 당신을 본다]

[엘렌]: 호프님이... 여기에?

[왓슨]: 네. 마차꾼으로 위장해서 왔습니다.

[엘렌이 손으로 입을 가린다]

[엘렌]: 그렇군요... 드디어... 드디어 오셨군요.

[셜록 홈즈]: 당신은 그를 알고 있었습니까?

[엘렌]: 아니요. 직접 만난 적은 없어요. 하지만...

[그녀가 서랍에서 편지 한 통을 꺼낸다]

[엘렌]: 3개월 전, 아버지가 받은 편지입니다. ""제퍼슨 호프""라는 서명이 있어요.

[왓슨]: 무슨 내용입니까?

[엘렌]: ""복수를 멈출 수 없소. 20년을 기다렸소. 루시의 원수를 반드시 갚겠소.""

[그녀가 떨린다]

[엘렌]: 아버지는... 그 편지를 받고 너무 괴로워하셨어요.",,,,,CHOICE:ellen_knows_count_missing|ellen_on_revenge
ellen_recent_tension,대사,ellen,,"[엘렌]: 3일 전... 법률사무소에서 전보가 왔어요.

[왓슨]: 드레버가 방문한다는...

[엘렌]: 네. 그리고 아버지는 제게 말씀하셨어요.

[그녀가 눈물을 훔친다]

[엘렌]: ""엘렌, 이번에는 위험할 수도 있다. 며칠간 다락방에 숨어라. 절대 나오지 마라.""

[엘렌]: 그리고... ""죄송하다""고 하셨어요.

[왓슨]: 죄송하다고요?

[엘렌]: 네. ""네 어머니를 지키지 못해서 죄송하다. 하지만 너만은 반드시 지키겠다""고.

[그녀가 흐느낀다]

[엘렌]: 그게... 아버지의 마지막 말씀이었어요.",,,,,CHOICE:ellen_knows_count_missing|watson_comforts_ellen
ellen_knows_count_missing,대사,ellen,,"[엘렌]: 모르겠어요...

[그녀가 떨린다]

[엘렌]: 어젯밤... 이상한 소리가 들렸어요. 다락방에서.

[엘렌]: 비명 같기도 하고... 아니면 싸우는 소리 같기도 하고...

[왓슨]: 그래서 내려오셨습니까?

[엘렌]: 네. 아침이 되자 조용해졌어요. 그래서... 용기를 내서 내려왔죠.

[그녀가 방을 둘러본다]

[엘렌]: 하지만 아버지는... 어디에도 안 계세요.

[셜록 홈즈]: 엘렌 양. 우리가 찾아보겠습니다.

[홈즈가 진지하게 말한다]

[셜록 홈즈]: 당신의 아버지를. 그리고 진실을.",,,,,CHOICE:ellen_joins_investigation|ellen_stays_hidden|ellen_on_revenge
ellen_on_revenge,대사,ellen,,"[엘렌]: 복수...

[그녀가 길게 한숨을 쉰다]

[엘렌]: 저도... 어릴 때는 복수하고 싶었어요.

[엘렌]: 어머니를 괴롭힌 드레버와 스탠거슨을. 어머니를 죽음으로 몰아간 모든 사람들을.

[왓슨]: 하지만 지금은?

[엘렌]: 지금은... 모르겠어요.

[그녀가 창밖을 본다]

[엘렌]: 아버지가 말씀하셨어요. ""복수는 또 다른 복수를 부를 뿐이다""라고.

[엘렌]: ""루시는 복수를 원하지 않았을 것이다""라고.

[셜록 홈즈]: 현명한 말씀입니다.

[엘렌]: 하지만... 호프님의 마음도 이해가 돼요.

[그녀가 로켓을 본다]

[엘렌]: 20년... 20년간 사랑하는 사람을 잃은 슬픔을 안고 사는 것... 얼마나 고통스러웠을까요.",,,,,CHOICE:ellen_wisdom|ellen_search_count
ellen_joins_investigation,대사,ellen,,"[엘렌]: 네. 함께 가겠습니다.

[그녀가 일어선다]

[엘렌]: 20년간... 숨어만 살았어요. 이제는... 아버지를 위해 무언가 해야 해요.

[셜록 홈즈]: 위험할 수 있습니다.

[엘렌]: 알아요. 하지만... 더 이상 도망치고 싶지 않아요.

[그녀가 결연한 표정을 짓는다]

[엘렌]: 어머니도... 끝까지 싸우셨잖아요.

[왓슨]: ...알겠습니다.

당신은 고개를 끄덕인다.

[왓슨]: 우리와 함께 가시죠, 엘렌 양.

홈즈가 문을 연다.

[셜록 홈즈]: 지하실로 갑시다. 모든 진실이 그곳에 있을 겁니다.",,,,,CHOICE:basement_with_ellen
ellen_stays_hidden,대사,ellen,,"[엘렌]: ...네. 알겠어요.

[그녀가 고개를 숙인다]

[엘렌]: 아버지도 그렇게 원하실 거예요. 제가 안전하기를...

[왓슨]: 우리가 백작님을 꼭 찾아드리겠습니다.

[엘렌]: 고맙습니다, 박사님. 탐정님.

[그녀가 다락방으로 올라간다]

[엘렌]: 부디... 아버지를 구해주세요.

문이 닫힌다.

홈즈가 당신을 본다.

[셜록 홈즈]: 왓슨. 이제 우리가 할 일은 명확합니다.

[왓슨]: 백작을 찾고, 진실을 밝히는 것.

[셜록 홈즈]: 그리고... 엘렌을 위한 정의를 실현하는 것.",,,,,CHOICE:find_basement
ellen_wisdom,대사,ellen,,"[엘렌]: 감사합니다, 박사님.

[그녀가 미소 짓는다]

[엘렌]: 하지만 저는... 여전히 혼란스러워요.

[엘렌]: 복수가 옳은지, 용서가 옳은지...

[셜록 홈즈]: 그것은 당신이 결정할 문제가 아닙니다.

[홈즈가 말한다]

[셜록 홈즈]: 법과 정의가 결정할 일이죠.

[엘렌]: 하지만... 호프님에게는 법이 아무것도 해주지 못했잖아요.

[그녀가 조용히 말한다]

[엘렌]: 20년 전에도, 지금도.

당신은... 말문이 막힌다.

그녀의 말이 옳기 때문이다.",,,,,CHOICE:ellen_search_count|ellen_search_count
ellen_search_count,대사,watson,,"[왓슨]: 이제... 백작님을 찾아야 합니다.

[엘렌]: 네.

[그녀가 일어선다]

[셜록 홈즈]: 지하실을 조사하지 않았습니까?

[왓슨]: 아직입니다.

[셜록 홈즈]: 그렇다면... 그곳에 답이 있을 겁니다.

엘렌이 당신을 본다.

결연한 눈빛이다.

[엘렌]: 함께 가겠습니다.",,,,,CHOICE:ellen_joins_investigation|ellen_stays_hidden
basement_with_ellen,대사,watson,,"[지하실 입구]

엘렌이 지하실 문 앞에서 멈춘다.

[엘렌]: 여기는... 한 번도 내려와본 적이 없어요.

[왓슨]: 괜찮습니다. 우리가 함께 있으니까요.

홈즈가 문을 연다.

어둡고 차가운 공기가 올라온다.

계단을 내려간다.

그리고...",,,,,CHOICE:basement_discovery_with_ellen
basement_discovery_with_ellen,대사,ellen,,"[지하실 내부]

횃불 빛이 지하실을 비춘다.

그리고... 당신은 본다.

바닥에 쓰러진 한 남자.

모로 백작이다!

[엘렌]: 아버지!!!

엘렌이 비명을 지르며 달려든다.

[왓슨]: 엘렌 양, 잠깐!

당신이 그녀를 붙잡는다.

홈즈가 백작에게 다가가 맥박을 확인한다.

[셜록 홈즈]: ...살아있습니다. 독이 몸에 퍼지고 있지만, 아직 시간이 있어요!

[왓슨]: 해독제가 필요합니다!

엘렌이 눈물을 흘린다.

[엘렌]: 아버지... 제발...",,,,,CHOICE:watson_saves_count_with_ellen|find_antidote_with_ellen
watson_saves_count_with_ellen,대사,watson,,"당신이 재빠르게 의료 가방을 꺼낸다.

[왓슨]: 홈즈, 그를 바로 눕혀!

홈즈가 백작을 바로 눕힌다.

당신이 독의 증상을 확인한다.

[왓슨]: 이건... 알칼로이드 계통 독... 아트로핀으로 중화할 수 있어!

재빠르게 주사를 놓는다.

엘렌이 아버지의 손을 잡는다.

[엘렌]: 아버지... 저예요, 엘렌이에요...

백작의 눈꺼풀이 떨린다.

[모로 백작]: 엘...렌...?

[엘렌]: 네! 저예요!

백작이 희미하게 미소 짓는다.

[모로 백작]: 살아있구나... 다행이다...",,,,,CHOICE:count_reveals_culprit_to_ellen|ellen_count_reunion
find_antidote_with_ellen,대사,watson,,"당신이 지하실을 수색한다.

선반 위에... 작은 약병이 보인다!

[왓슨]: 이것은... 해독제!

홈즈가 병을 확인한다.

[셜록 홈즈]: 맞습니다! 누군가 미리 준비해둔 것 같군요!

당신이 백작의 입에 해독제를 흘려넣는다.

엘렌이 아버지를 안는다.

[엘렌]: 아버지... 제발...

백작이 기침을 하고... 눈을 뜬다.

[모로 백작]: 엘...렌...

[엘렌]: 아버지!

눈물이 흐른다.",,,,,CHOICE:ellen_count_reunion
ellen_count_reunion,대사,ellen,,"[엘렌]: 아버지... 괜찮으세요?

[모로 백작]: 엘렌... 내 딸...

백작이 그녀의 손을 잡는다.

[모로 백작]: 미안하다... 너를... 지키지 못해서...

[엘렌]: 아니에요! 아버지는... 저를 지켜주셨어요! 20년간!

[모로 백작]: 루시를... 지키지 못했지만... 너만은...

그가 눈물을 흘린다.

[엘렌]: 어머니도... 고마워하실 거예요. 아버지가 저를 키워주신 걸.

[모로 백작]: 엘렌...

둘이 껴안는다.

당신과 홈즈는... 조용히 지켜본다.

이것이... 20년의 속죄다.",,,,,CHOICE:count_full_confession_with_ellen|count_reveals_culprit_to_ellen
count_reveals_culprit_to_ellen,대사,count,,"[모로 백작]: 그것은...

백작이 고통스럽게 말한다.

[모로 백작]: 호프... 제퍼슨 호프였소.

엘렌이 숨을 멈춘다.

[엘렌]: 어머니의...

[모로 백작]: 네. 루시의 연인이었던 남자요.

[모로 백작]: 그가... 20년간 나를 추적했소. 복수하기 위해.

홈즈가 고개를 끄덕인다.

[셜록 홈즈]: 우물에서 로켓을 발견했습니다. 루시의 로켓을.

[모로 백작]: 그것은... 호프가 20년간 간직했던 것이오.

[모로 백작]: 그가... 내게 독을 먹였소. 그리고 그 로켓을 놓고 갔소.

[모로 백작]: 복수의... 증표로.",,,,,CHOICE:search_for_hope_with_ellen|ellen_reaction_to_hope
ellen_reaction_to_hope,대사,ellen,,"[엘렌]: 호프님이...

그녀가 떨린다.

[엘렌]: 어머니의 연인이... 아버지를...

[왓슨]: 엘렌 양...

[엘렌]: 저는... 저는 어떻게 해야 하나요?

[그녀가 당신을 본다]

[엘렌]: 호프님은... 어머니를 사랑했어요. 20년간 복수를 준비했어요.

[엘렌]: 하지만... 아버지도... 저를 사랑하셨어요. 20년간 저를 키워주셨어요.

[그녀가 눈물을 흘린다]

[엘렌]: 저는... 누구 편이어야 하나요?

당신은... 답할 수 없다.

이것은 그녀만이 결정할 수 있는 문제다.",,,,,CHOICE:ellen_makes_choice|search_for_hope_with_ellen
ellen_forgives_count,대사,ellen,,"[엘렌]: 아버지...

그녀가 백작을 안는다.

[엘렌]: 저는... 아버지를 사랑해요.

[모로 백작]: 엘렌...

[엘렌]: 과거에 무슨 일이 있었든... 아버지는 저를 사랑으로 키워주셨어요.

[엘렌]: 그것이... 진실이에요.

백작이 흐느낀다.

[모로 백작]: 고맙다... 내 딸...

홈즈가 조용히 말한다.

[셜록 홈즈]: 사랑이... 속죄의 시작이군요.

당신도 고개를 끄덕인다.

이것이... 진정한 용서다.",,,,,CHOICE:search_for_hope_with_ellen|move_count_safely
ellen_makes_choice,대사,ellen,,"[엘렌]: ...제 마음은.

그녀가 눈을 감는다.

[엘렌]: 두 분 모두를... 구하고 싶어요.

[엘렌]: 아버지도, 호프님도... 모두 슬픔 속에서 살아왔어요.

[엘렌]: 어머니라면... 어떻게 하셨을까요?

그녀가 로켓을 펼친다.

루시의 초상화가 보인다.

[엘렌]: 어머니라면... 복수가 아니라 용서를 원하셨을 거예요.

[그녀가 결연한 표정을 짓는다]

[엘렌]: 저는... 호프님을 만나겠어요. 그리고 말씀드리겠어요.

[엘렌]: ""어머니는 복수를 원하지 않으셨을 거라고.""",,,,,CHOICE:ellen_brave_decision|search_for_hope_with_ellen
ellen_brave_decision,대사,watson,,"[왓슨]: 엘렌 양... 당신은 정말 용감합니다.

[엘렌]: 아니에요. 저는... 그저 어머니의 뜻을 따르고 싶을 뿐이에요.

홈즈가 미소 짓는다.

[셜록 홈즈]: 루시도 당신을 자랑스러워할 겁니다.

백작이 딸의 손을 잡는다.

[모로 백작]: 엘렌... 넌 정말... 루시를 닮았구나.

[엘렌]: 감사합니다, 아버지.

그녀가 일어선다.

[엘렌]: 이제... 호프님을 찾아야 해요.

당신이 고개를 끄덕인다.

[왓슨]: 함께 갑시다.",,,,,CHOICE:search_for_hope_with_ellen
search_for_hope_with_ellen,나레이션,watson,,"당신과 홈즈, 그리고 엘렌이 저택을 수색한다.

호프는 어디에 있을까?

정원을 확인한다.

복도를 확인한다.

그리고... 뒷뜰 우물가에서.

한 남자가 서 있다.

제퍼슨 호프다.

그는 로켓을 바라보고 있다.

엘렌이 숨을 멈춘다.",,,,,CHOICE:ellen_meets_hope|watson_confronts_hope_with_ellen
